Country_ID,Year_ID,Government_GDP_Value,Life_Ladder,Log_GDP_per_capita,Social_support,Healthy_life_expectancy_at_birth,Freedom_to_make_life_choices,Perceptions_of_corruption,Positive_affect,Negative_affect,CC_Estimate,CC_Percent_Rank,CC_Percent_Rank_Lower,CC_Percent_Rank_Upper,SP_Global_Equity_Indices
53,1,,,,,,,,,,,,,,
251,1,,,,,,,,,,,,,,
91,1,,,,,,,,,,,,,,
64,1,,,,,,,,,,,,,,
164,1,,,,,,,,,,,,,,
85,1,,,,,,,,,,,,,,
257,1,,,,,,,,,,,,,,
17,1,,,,,,,,,,,,,,
73,1,,,,,,,,,,,,,,
83,1,,,,,,,,,,,,,,
230,1,,,,,,,,,,,,,,
61,1,,,,,,,,,,,,,,
254,1,,,,,,,,,,,,,,
26,1,,,,,,,,,,,,,,
60,1,,,,,,,,,,,,,,
94,1,,,,,,,,,,,,,,
261,1,,,,,,,,,,,,,,
159,1,,,,,,,,,,,,,,
75,1,,,,,,,,,,,,,,
250,1,,,,,,,,,,,,,,
47,1,,,,,,,,,,,,,,
92,1,,,,,,,,,,,,,,
180,1,,,,,,,,,,,,,,
179,1,,,,,,,,,,,,,,
175,1,,,,,,,,,,,,,,
174,1,,,,,,,,,,,,,,
226,1,,,,,,,,,,,,,,
169,1,,,,,,,,,,,,,,
16,1,,,,,,,,,,,,,,
168,1,,,,,,,,,,,,,,
171,1,,,,,,,,,,,,,,
260,1,,,,,,,,,,,,,,
173,1,,,,,,,,,,,,,,
225,1,,,,,,,,,,,,,,
172,1,,,,,,,,,,,,,,
176,1,,,,,,,,,,,,,,
249,1,,,,,,,,,,,,,,
256,1,,,,,,,,,,,,,,
253,1,,,,,,,,,,,,,,
74,1,,,,,,,,,,,,,,
45,1,,,,,,,,,,,,,,
177,1,,,,,,,,,,,,,,
84,1,,,,,,,,,,,,,,
63,1,,,,,,,,,,,,,,
223,1,,,,,,,,,,,,,,
82,1,,,,,,,,,,,,,,
231,1,,,,,,,,,,,,,,
44,1,,,,,,,,,,,,,,
57,1,,,,,,,,,,,,,,
21,1,,,,,,,,,,,,,,
262,1,,,,,,,,,,,,,,
255,1,,,,,,,,,,,,,,
48,1,,,,,,,,,,,,,,
20,1,,,,,,,,,,,,,,
95,1,,,,,,,,,,,,,,
58,1,,,,,,,,,,,,,,
77,1,,,,,,,,,,,,,,
55,1,,,,,,,,,,,,,,
227,1,,,,,,,,,,,,,,
54,1,,,,,,,,,,,,,,
80,1,,,,,,,,,,,,,,
79,1,,,,,,,,,,,,,,
97,1,,,,,,,,,,,,,,
56,1,,,,,,,,,,,,,,
166,1,,,,,,,,,,,,,,
229,1,,,,,,,,,,,,,,
13,1,,,,,,,,,,,,,,
25,1,,,,,,,,,,,,,,
24,1,,,,,,,,,,,,,,
167,1,,,,,,,,,,,,,,
228,1,,,,,,,,,,,,,,
19,1,,,,,,,,,,,,,,
81,1,,,,,,,,,,,,,,
96,1,,,,,,,,,,,,,,
51,1,,,,,,,,,,,,,,
259,1,,,,,,,,,,,,,,
160,1,,,,,,,,,,,,,,
68,1,,,,,,,,,,,,,,
86,1,,,,,,,,,,,,,,
27,1,,,,,,,,,,,,,,
258,1,,,,,,,,,,,,,,
88,1,,,,,,,,,,,,,,
161,1,,,,,,,,,,,,,,
70,1,,,,,,,,,,,,,,
67,1,,,,,,,,,,,,,,
89,1,,,,,,,,,,,,,,
162,1,,,,,,,,,,,,,,
87,1,,,,,,,,,,,,,,
69,1,,,,,,,,,,,,,,
66,1,,,,,,,,,,,,,,
165,1,,,,,,,,,,,,,,
72,1,,,,,,,,,,,,,,
65,1,,,,,,,,,,,,,,
22,1,,,,,,,,,,,,,,
201,1,,,,,,,,,,,,,,
4,1,,,,,,,,,,,,,,
132,1,,,,,,,,,,,,,,
36,1,,,,,,,,,,,,,,
130,1,,,,,,,,,,,,,,
135,1,,,,,,,,,,,,,,
140,1,,,,,,,,,,,,,,
2,1,,,,,,,,,,,,,,
127,1,,,,,,,,,,,,,,
238,1,,,,,,,,,,,,,,
237,1,,,,,,,,,,,,,,
138,1,,,,,,,,,,,,,,
34,1,,,,,,,,,,,,,,
108,1,,,,,,,,,,,,,,
141,1,,,,,,,,,,,,,,
240,1,,,,,,,,,,,,,,
131,1,,,,,,,,,,,,,,
142,1,,,,,,,,,,,,,,
109,1,,,,,,,,,,,,,,
3,1,,,,,,,,,,,,,,
137,1,,,,,,,,,,,,,,
41,1,,,,,,,,,,,,,,
133,1,,,,,,,,,,,,,,
29,1,,,,,,,,,,,,,,
106,1,,,,,,,,,,,,,,
32,1,,,,,,,,,,,,,,
35,1,,,,,,,,,,,,,,
128,1,,,,,,,,,,,,,,
31,1,,,,,,,,,,,,,,
129,1,,,,,,,,,,,,,,
143,1,,,,,,,,,,,,,,
33,1,,,,,,,,,,,,,,
107,1,,,,,,,,,,,,,,
239,1,,,,,,,,,,,,,,
134,1,,,,,,,,,,,,,,
28,1,,,,,,,,,,,,,,
136,1,,,,,,,,,,,,,,
263,1,,,,,,,,,,,,,,
184,2,,,,,,,,,,,,,,
41,2,,,,,,,,,,,,,,
64,2,,,,,,,,,,,,,,
34,2,,,,,,,,,,,,,,
186,2,,,,,,,,,,,,,,
36,2,,,,,,,,,,,,,,
250,2,,,,,,,,,,,,,,
32,2,,,,,,,,,,,,,,
220,2,,,,,,,,,,,,,,
128,2,,,,,,,,,,,,,,
127,2,,,,,,,,,,,,,,
187,2,,,,,,,,,,,,,,
188,2,,,,,,,,,,,,,,
111,2,,,,,,,,,,,,,,
87,2,,,,,,,,,,,,,,
63,2,,,,,,,,,,,,,,
253,2,,,,,,,,,,,,,,
246,2,,,,,,,,,,,,,,
183,2,,,,,,,,,,,,,,
43,2,,,,,,,,,,,,,,
132,2,,,,,,,,,,,,,,
20,2,,,,,,,,,,,,,,
33,2,,,,,,,,,,,,,,
130,2,,,,,,,,,,,,,,
65,2,,,,,,,,,,,,,,
86,2,,,,,,,,,,,,,,
240,2,,,,,,,,,,,,,,
2,2,,,,,,,,,,,,,,
45,2,,,,,,,,,,,,,,
221,2,,,,,,,,,,,,,,
94,2,,,,,,,,,,,,,,
109,2,,,,,,,,,,,,,,
35,2,,,,,,,,,,,,,,
182,2,,,,,,,,,,,,,,
245,2,,,,,,,,,,,,,,
131,2,,,,,,,,,,,,,,
47,2,,,,,,,,,,,,,,
239,2,,,,,,,,,,,,,,
135,2,,,,,,,,,,,,,,
114,2,,,,,,,,,,,,,,
125,2,,,,,,,,,,,,,,
231,2,,,,,,,,,,,,,,
241,2,,,,,,,,,,,,,,
113,2,,,,,,,,,,,,,,
19,2,,,,,,,,,,,,,,
88,2,,,,,,,,,,,,,,
92,2,,,,,,,,,,,,,,
123,2,,,,,,,,,,,,,,
147,2,,,,,,,,,,,,,,
124,2,,,,,,,,,,,,,,
142,2,,,,,,,,,,,,,,
96,2,,,,,,,,,,,,,,
237,2,,,,,,,,,,,,,,
119,2,,,,,,,,,,,,,,
101,2,,,,,,,,,,,,,,
82,2,,,,,,,,,,,,,,
247,2,,,,,,,,,,,,,,
141,2,,,,,,,,,,,,,,
254,2,,,,,,,,,,,,,,
8,2,,,,,,,,,,,,,,
248,2,,,,,,,,,,,,,,
143,2,,,,,,,,,,,,,,
97,2,,,,,,,,,,,,,,
140,2,,,,,,,,,,,,,,
103,2,,,,,,,,,,,,,,
83,2,,,,,,,,,,,,,,
42,2,,,,,,,,,,,,,,
102,2,,,,,,,,,,,,,,
108,2,,,,,,,,,,,,,,
118,2,,,,,,,,,,,,,,
3,2,,,,,,,,,,,,,,
44,2,,,,,,,,,,,,,,
106,2,,,,,,,,,,,,,,
84,2,,,,,,,,,,,,,,
134,2,,,,,,,,,,,,,,
95,2,,,,,,,,,,,,,,
107,2,,,,,,,,,,,,,,
174,2,,,,,,,,,,,,,,
9,2,,,,,,,,,,,,,,
238,2,,,,,,,,,,,,,,
105,2,,,,,,,,,,,,,,
136,2,,,,,,,,,,,,,,
126,2,,,,,,,,,,,,,,
133,2,,,,,,,,,,,,,,
85,2,,,,,,,,,,,,,,
115,2,,,,,,,,,,,,,,
121,2,,,,,,,,,,,,,,
251,2,,,,,,,,,,,,,,
242,2,,,,,,,,,,,,,,
39,2,,,,,,,,,,,,,,
89,2,,,,,,,,,,,,,,
91,2,,,,,,,,,,,,,,
243,2,,,,,,,,,,,,,,
120,2,,,,,,,,,,,,,,
116,2,,,,,,,,,,,,,,
122,2,,,,,,,,,,,,,,
37,2,,,,,,,,,,,,,,
244,2,,,,,,,,,,,,,,
68,2,,,,,,,,,,,,,,
129,2,,,,,,,,,,,,,,
171,2,,,,,,,,,,,,,,
249,2,,,,,,,,,,,,,,
69,2,,,,,,,,,,,,,,
258,2,,,,,,,,,,,,,,
80,2,,,,,,,,,,,,,,
256,2,,,,,,,,,,,,,,
48,2,,,,,,,,,,,,,,
25,2,,,,,,,,,,,,,,
156,2,,,,,,,,,,,,,,
168,2,,,,,,,,,,,,,,
26,2,,,,,,,,,,,,,,
165,2,,,,,,,,,,,,,,
12,2,,,,,,,,,,,,,,
230,2,,,,,,,,,,,,,,
154,2,,,,,,,,,,,,,,
74,2,,,,,,,,,,,,,,
29,2,,,,,,,,,,,,,,
77,2,,,,,,,,,,,,,,
164,2,,,,,,,,,,,,,,
233,2,,,,,,,,,,,,,,
161,2,,,,,,,,,,,,,,
73,2,,,,,,,,,,,,,,
153,2,,,,,,,,,,,,,,
229,2,,,,,,,,,,,,,,
51,2,,,,,,,,,,,,,,
226,2,,,,,,,,,,,,,,
150,2,,,,,,,,,,,,,,
235,2,,,,,,,,,,,,,,
79,2,,,,,,,,,,,,,,
266,2,,,,,,,,,,,,,,
257,2,,,,,,,,,,,,,,
157,2,,,,,,,,,,,,,,
263,2,,,,,,,,,,,,,,
162,2,,,,,,,,,,,,,,
255,2,,,,,,,,,,,,,,
27,2,,,,,,,,,,,,,,
50,2,,,,,,,,,,,,,,
23,2,,,,,,,,,,,,,,
151,2,,,,,,,,,,,,,,
22,2,,,,,,,,,,,,,,
228,2,,,,,,,,,,,,,,
163,2,,,,,,,,,,,,,,
75,2,,,,,,,,,,,,,,
72,2,,,,,,,,,,,,,,
265,2,,,,,,,,,,,,,,
149,2,,,,,,,,,,,,,,
232,2,,,,,,,,,,,,,,
148,2,,,,,,,,,,,,,,
13,2,,,,,,,,,,,,,,
227,2,,,,,,,,,,,,,,
70,2,,,,,,,,,,,,,,
158,2,,,,,,,,,,,,,,
24,2,,,,,,,,,,,,,,
28,2,,,,,,,,,,,,,,
169,2,,,,,,,,,,,,,,
167,2,,,,,,,,,,,,,,
173,2,,,,,,,,,,,,,,
160,2,,,,,,,,,,,,,,
166,2,,,,,,,,,,,,,,
215,2,,,,,,,,,,,,,,
207,2,,,,,,,,,,,,,,
210,2,,,,,,,,,,,,,,
213,2,,,,,,,,,,,,,,
55,2,,,,,,,,,,,,,,
211,2,,,,,,,,,,,,,,
204,2,,,,,,,,,,,,,,
57,2,,,,,,,,,,,,,,
203,2,,,,,,,,,,,,,,
202,2,,,,,,,,,,,,,,
206,2,,,,,,,,,,,,,,
205,2,,,,,,,,,,,,,,
177,2,,,,,,,,,,,,,,
176,2,,,,,,,,,,,,,,
67,2,,,,,,,,,,,,,,
223,2,,,,,,,,,,,,,,
175,2,,,,,,,,,,,,,,
222,2,,,,,,,,,,,,,,
180,2,,,,,,,,,,,,,,
66,2,,,,,,,,,,,,,,
81,2,,,,,,,,,,,,,,
31,2,,,,,,,,,,,,,,
179,2,,,,,,,,,,,,,,
52,2,,,,,,,,,,,,,,
225,2,,,,,,,,,,,,,,
172,2,,,,,,,,,,,,,,
208,2,,,,,,,,,,,,,,
262,2,,,,,,,,,,,,,,
11,2,,,,,,,,,,,,,,
259,2,,,,,,,,,,,,,,
198,2,,,,,,,,,,,,,,
217,2,,,,,,,,,,,,,,
197,2,,,,,,,,,,,,,,
53,2,,,,,,,,,,,,,,
196,2,,,,,,,,,,,,,,
60,2,,,,,,,,,,,,,,
261,2,,,,,,,,,,,,,,
201,2,,,,,,,,,,,,,,
58,2,,,,,,,,,,,,,,
216,2,,,,,,,,,,,,,,
21,2,,,,,,,,,,,,,,
152,2,,,,,,,,,,,,,,
200,2,,,,,,,,,,,,,,
199,2,,,,,,,,,,,,,,
218,2,,,,,,,,,,,,,,
61,2,,,,,,,,,,,,,,
219,2,,,,,,,,,,,,,,
260,2,,,,,,,,,,,,,,
191,2,,,,,,,,,,,,,,
190,2,,,,,,,,,,,,,,
62,2,,,,,,,,,,,,,,
192,2,,,,,,,,,,,,,,
194,2,,,,,,,,,,,,,,
193,2,,,,,,,,,,,,,,
189,2,,,,,,,,,,,,,,
214,2,,,,,,,,,,,,,,
209,2,,,,,,,,,,,,,,
54,2,,,,,,,,,,,,,,
99,2,,,,,,,,,,,,,,
159,2,,,,,,,,,,,,,,
146,2,,,,,,,,,,,,,,
1,2,,,,,,,,,,,,,,
6,2,,,,,,,,,,,,,,
104,2,,,,,,,,,,,,,,
16,2,,,,,,,,,,,,,,
138,2,,,,,,,,,,,,,,
137,2,,,,,,,,,,,,,,
100,2,,,,,,,,,,,,,,
7,2,,,,,,,,,,,,,,
144,2,,,,,,,,,,,,,,
145,2,,,,,,,,,,,,,,
5,2,,,,,,,,,,,,,,
236,2,,,,,,,,,,,,,,
4,2,,,,,,,,,,,,,,
17,2,,,,,,,,,,,,,,
238,3,,,,,,,,,,,,,,
158,3,,,,,,,,,,,,,,
140,3,,,,,,,,,,,,,,
160,3,,,,,,,,,,,,,,
29,3,,,,,,,,,,,,,,
48,3,,,,,,,,,,,,,,
159,3,,,,,,,,,,,,,,
172,3,,,,,,,,,,,,,,
245,3,,,,,,,,,,,,,,
74,3,,,,,,,,,,,,,,
11,3,,,,,,,,,,,,,,
82,3,,,,,,,,,,,,,,
230,3,,,,,,,,,,,,,,
236,3,,,,,,,,,,,,,,
164,3,,,,,,,,,,,,,,
135,3,,,,,,,,,,,,,,
165,3,,,,,,,,,,,,,,
50,3,,,,,,,,,,,,,,
72,3,,,,,,,,,,,,,,
133,3,,,,,,,,,,,,,,
126,3,,,,,,,,,,,,,,
166,3,,,,,,,,,,,,,,
254,3,,,,,,,,,,,,,,
28,3,,,,,,,,,,,,,,
167,3,,,,,,,,,,,,,,
85,3,,,,,,,,,,,,,,
87,3,,,,,,,,,,,,,,
134,3,,,,,,,,,,,,,,
73,3,,,,,,,,,,,,,,
136,3,,,,,,,,,,,,,,
161,3,,,,,,,,,,,,,,
163,3,,,,,,,,,,,,,,
198,3,,,,,,,,,,,,,,
31,3,,,,,,,,,,,,,,
127,3,,,,,,,,,,,,,,
203,3,,,,,,,,,,,,,,
94,3,,,,,,,,,,,,,,
241,3,,,,,,,,,,,,,,
253,3,,,,,,,,,,,,,,
6,3,,,,,,,,,,,,,,
256,3,,,,,,,,,,,,,,
103,3,,,,,,,,,,,,,,
205,3,,,,,,,,,,,,,,
109,3,,,,,,,,,,,,,,
242,3,,,,,,,,,,,,,,
32,3,,,,,,,,,,,,,,
208,3,,,,,,,,,,,,,,
219,3,,,,,,,,,,,,,,
101,3,,,,,,,,,,,,,,
190,3,,,,,,,,,,,,,,
223,3,,,,,,,,,,,,,,
75,3,,,,,,,,,,,,,,
138,3,,,,,,,,,,,,,,
21,3,,,,,,,,,,,,,,
247,3,,,,,,,,,,,,,,
246,3,,,,,,,,,,,,,,
137,3,,,,,,,,,,,,,,
17,3,,,,,,,,,,,,,,
47,3,,,,,,,,,,,,,,
162,3,,,,,,,,,,,,,,
169,3,,,,,,,,,,,,,,
123,3,,,,,,,,,,,,,,
147,3,,,,,,,,,,,,,,
83,3,,,,,,,,,,,,,,
151,3,,,,,,,,,,,,,,
69,3,,,,,,,,,,,,,,
171,3,,,,,,,,,,,,,,
68,3,,,,,,,,,,,,,,
174,3,,,,,,,,,,,,,,
13,3,,,,,,,,,,,,,,
131,3,,,,,,,,,,,,,,
124,3,,,,,,,,,,,,,,
175,3,,,,,,,,,,,,,,
24,3,,,,,,,,,,,,,,
66,3,,,,,,,,,,,,,,
121,3,,,,,,,,,,,,,,
226,3,,,,,,,,,,,,,,
177,3,,,,,,,,,,,,,,
89,3,,,,,,,,,,,,,,
67,3,,,,,,,,,,,,,,
88,3,,,,,,,,,,,,,,
176,3,,,,,,,,,,,,,,
173,3,,,,,,,,,,,,,,
122,3,,,,,,,,,,,,,,
125,3,,,,,,,,,,,,,,
130,3,,,,,,,,,,,,,,
4,3,,,,,,,,,,,,,,
179,3,,,,,,,,,,,,,,
120,3,,,,,,,,,,,,,,
182,3,,,,,,,,,,,,,,
86,3,,,,,,,,,,,,,,
180,3,,,,,,,,,,,,,,
119,3,,,,,,,,,,,,,,
65,3,,,,,,,,,,,,,,
22,3,,,,,,,,,,,,,,
23,3,,,,,,,,,,,,,,
118,3,,,,,,,,,,,,,,
1,3,,,,,,,,,,,,,,
142,3,,,,,,,,,,,,,,
70,3,,,,,,,,,,,,,,
80,3,,,,,,,,,,,,,,
152,3,,,,,,,,,,,,,,
144,3,,,,,,,,,,,,,,
128,3,,,,,,,,,,,,,,
262,3,,,,,,,,,,,,,,
26,3,,,,,,,,,,,,,,
150,3,,,,,,,,,,,,,,
79,3,,,,,,,,,,,,,,
81,3,,,,,,,,,,,,,,
145,3,,,,,,,,,,,,,,
225,3,,,,,,,,,,,,,,
196,3,,,,,,,,,,,,,,
5,3,,,,,,,,,,,,,,
237,3,,,,,,,,,,,,,,
27,3,,,,,,,,,,,,,,
148,3,,,,,,,,,,,,,,
146,3,,,,,,,,,,,,,,
16,3,,,,,,,,,,,,,,
149,3,,,,,,,,,,,,,,
143,3,,,,,,,,,,,,,,
154,3,,,,,,,,,,,,,,
25,3,,,,,,,,,,,,,,
217,3,,,,,,,,,,,,,,
168,3,,,,,,,,,,,,,,
51,3,,,,,,,,,,,,,,
157,3,,,,,,,,,,,,,,
156,3,,,,,,,,,,,,,,
129,3,,,,,,,,,,,,,,
12,3,,,,,,,,,,,,,,
244,3,,,,,,,,,,,,,,
141,3,,,,,,,,,,,,,,
261,3,,,,,,,,,,,,,,
153,3,,,,,,,,,,,,,,
77,3,,,,,,,,,,,,,,
19,3,,,,,,,,,,,,,,
108,3,,,,,,,,,,,,,,
211,3,,,,,,,,,,,,,,
58,3,,,,,,,,,,,,,,
3,3,,,,,,,,,,,,,,
221,3,,,,,,,,,,,,,,
201,3,,,,,,,,,,,,,,
114,3,,,,,,,,,,,,,,
212,3,,,,,,,,,,,,,,
216,3,,,,,,,,,,,,,,
35,3,,,,,,,,,,,,,,
91,3,,,,,,,,,,,,,,
200,3,,,,,,,,,,,,,,
64,3,,,,,,,,,,,,,,
227,3,,,,,,,,,,,,,,
248,3,,,,,,,,,,,,,,
105,3,,,,,,,,,,,,,,
41,3,,,,,,,,,,,,,,
116,3,,,,,,,,,,,,,,
184,3,,,,,,,,,,,,,,
213,3,,,,,,,,,,,,,,
183,3,,,,,,,,,,,,,,
228,3,,,,,,,,,,,,,,
263,3,,,,,,,,,,,,,,
214,3,,,,,,,,,,,,,,
187,3,,,,,,,,,,,,,,
235,3,,,,,,,,,,,,,,
45,3,,,,,,,,,,,,,,
9,3,,,,,,,,,,,,,,
113,3,,,,,,,,,,,,,,
97,3,,,,,,,,,,,,,,
92,3,,,,,,,,,,,,,,
209,3,,,,,,,,,,,,,,
37,3,,,,,,,,,,,,,,
95,3,,,,,,,,,,,,,,
53,3,,,,,,,,,,,,,,
189,3,,,,,,,,,,,,,,
260,3,,,,,,,,,,,,,,
240,3,,,,,,,,,,,,,,
202,3,,,,,,,,,,,,,,
7,3,,,,,,,,,,,,,,
243,3,,,,,,,,,,,,,,
99,3,,,,,,,,,,,,,,
63,3,,,,,,,,,,,,,,
188,3,,,,,,,,,,,,,,
36,3,,,,,,,,,,,,,,
250,3,,,,,,,,,,,,,,
62,3,,,,,,,,,,,,,,
106,3,,,,,,,,,,,,,,
57,3,,,,,,,,,,,,,,
199,3,,,,,,,,,,,,,,
222,3,,,,,,,,,,,,,,
266,3,,,,,,,,,,,,,,
43,3,,,,,,,,,,,,,,
231,3,,,,,,,,,,,,,,
100,3,,,,,,,,,,,,,,
186,3,,,,,,,,,,,,,,
104,3,,,,,,,,,,,,,,
218,3,,,,,,,,,,,,,,
132,3,,,,,,,,,,,,,,
220,3,,,,,,,,,,,,,,
249,3,,,,,,,,,,,,,,
2,3,,,,,,,,,,,,,,
192,3,,,,,,,,,,,,,,
191,3,,,,,,,,,,,,,,
115,3,,,,,,,,,,,,,,
257,3,,,,,,,,,,,,,,
33,3,,,,,,,,,,,,,,
39,3,,,,,,,,,,,,,,
251,3,,,,,,,,,,,,,,
8,3,,,,,,,,,,,,,,
54,3,,,,,,,,,,,,,,
258,3,,,,,,,,,,,,,,
207,3,,,,,,,,,,,,,,
61,3,,,,,,,,,,,,,,
20,3,,,,,,,,,,,,,,
111,3,,,,,,,,,,,,,,
96,3,,,,,,,,,,,,,,
107,3,,,,,,,,,,,,,,
194,3,,,,,,,,,,,,,,
215,3,,,,,,,,,,,,,,
255,3,,,,,,,,,,,,,,
232,3,,,,,,,,,,,,,,
102,3,,,,,,,,,,,,,,
206,3,,,,,,,,,,,,,,
44,3,,,,,,,,,,,,,,
34,3,,,,,,,,,,,,,,
259,3,,,,,,,,,,,,,,
265,3,,,,,,,,,,,,,,
233,3,,,,,,,,,,,,,,
210,3,,,,,,,,,,,,,,
193,3,,,,,,,,,,,,,,
239,3,,,,,,,,,,,,,,
52,3,,,,,,,,,,,,,,
42,3,,,,,,,,,,,,,,
204,3,,,,,,,,,,,,,,
60,3,,,,,,,,,,,,,,
197,3,,,,,,,,,,,,,,
229,3,,,,,,,,,,,,,,
55,3,,,,,,,,,,,,,,
182,4,,,,,,,,,,,,,,
22,4,,,,,,,,,,,,,,
227,4,,,,,,,,,,,,,,
217,4,,,,,,,,,,,,,,
166,4,,,,,,,,,,,,,,
165,4,,,,,,,,,,,,,,
235,4,,,,,,,,,,,,,,
63,4,,,,,,,,,,,,,,
19,4,,,,,,,,,,,,,,
229,4,,,,,,,,,,,,,,
123,4,,,,,,,,,,,,,,
244,4,,,,,,,,,,,,,,
120,4,,,,,,,,,,,,,,
266,4,,,,,,,,,,,,,,
115,4,,,,,,,,,,,,,,
103,4,,,,,,,,,,,,,,
97,4,,,,,,,,,,,,,,
61,4,,,,,,,,,,,,,,
164,4,,,,,,,,,,,,,,
196,4,,,,,,,,,,,,,,
119,4,,,,,,,,,,,,,,
113,4,,,,,,,,,,,,,,
219,4,,,,,,,,,,,,,,
180,4,,,,,,,,,,,,,,
133,4,,,,,,,,,,,,,,
126,4,,,,,,,,,,,,,,
138,4,,,,,,,,,,,,,,
197,4,,,,,,,,,,,,,,
102,4,,,,,,,,,,,,,,
213,4,,,,,,,,,,,,,,
169,4,,,,,,,,,,,,,,
64,4,,,,,,,,,,,,,,
247,4,,,,,,,,,,,,,,
218,4,,,,,,,,,,,,,,
104,4,,,,,,,,,,,,,,
245,4,,,,,,,,,,,,,,
168,4,,,,,,,,,,,,,,
135,4,,,,,,,,,,,,,,
130,4,,,,,,,,,,,,,,
111,4,,,,,,,,,,,,,,
176,4,,,,,,,,,,,,,,
109,4,,,,,,,,,,,,,,
136,4,,,,,,,,,,,,,,
198,4,,,,,,,,,,,,,,
246,4,,,,,,,,,,,,,,
226,4,,,,,,,,,,,,,,
134,4,,,,,,,,,,,,,,
60,4,,,,,,,,,,,,,,
137,4,,,,,,,,,,,,,,
239,4,,,,,,,,,,,,,,
62,4,,,,,,,,,,,,,,
108,4,,,,,,,,,,,,,,
17,4,,,,,,,,,,,,,,
192,4,,,,,,,,,,,,,,
241,4,,,,,,,,,,,,,,
230,4,,,,,,,,,,,,,,
